#0
0.23,0.15,0.18,0.25,0.19
0.26,0.16,0.14,0.17,0.27
0.16,0.17,0.24,0.25,0.18

#42
0.23,0.26,0.18,0.18,0.15
0.20,0.19,0.22,0.19,0.20
0.24,0.21,0.20,0.17,0.18
0.18,0.17,0.26,0.22,0.17
0.19,0.21,0.21,0.19,0.20

#43
0.24,0.16,0.21,0.19,0.20
0.26,0.17,0.21,0.15,0.21
0.20,0.21,0.17,0.22,0.20
0.14,0.22,0.19,0.17,0.28
0.20,0.21,0.22,0.26,0.11

#44
0.22,0.20,0.11,0.20,0.27
0.11,0.22,0.17,0.25,0.25
0.19,0.19,0.18,0.21,0.23
0.24,0.11,0.16,0.26,0.23
0.16,0.22,0.20,0.22,0.20

#45
0.19,0.13,0.22,0.27,0.19
0.19,0.21,0.14,0.18,0.28
0.19,0.14,0.20,0.29,0.18
0.22,0.22,0.18,0.20,0.18
0.17,0.24,0.10,0.22,0.27

#46
0.17,0.19,0.19,0.20,0.25
0.21,0.22,0.21,0.16,0.20
0.21,0.22,0.25,0.17,0.15
0.18,0.19,0.27,0.20,0.16
0.21,0.27,0.19,0.16,0.17

#47
0.19,0.22,0.16,0.19,0.24
0.20,0.22,0.21,0.15,0.22
0.17,0.19,0.21,0.26,0.17
0.18,0.18,0.20,0.20,0.24
0.16,0.24,0.17,0.21,0.22

#48
0.23,0.17,0.18,0.19,0.23
0.24,0.20,0.14,0.24,0.18
0.21,0.22,0.21,0.18,0.18
0.22,0.23,0.22,0.17,0.16
0.16,0.24,0.21,0.24,0.15

#49
0.19,0.10,0.20,0.21,0.30
0.20,0.21,0.14,0.22,0.23
0.22,0.19,0.24,0.17,0.18
0.22,0.16,0.24,0.09,0.29
0.22,0.20,0.15,0.18,0.25

#50
0.28,0.20,0.17,0.17,0.18
0.23,0.22,0.16,0.26,0.13
0.22,0.26,0.16,0.17,0.19
0.22,0.21,0.19,0.15,0.23
0.21,0.18,0.14,0.19,0.28

#51
0.21,0.19,0.25,0.17,0.18
0.27,0.19,0.12,0.27,0.15
0.18,0.25,0.16,0.19,0.22
0.21,0.27,0.24,0.13,0.15
0.19,0.17,0.14,0.29,0.21

#52
0.23,0.22,0.21,0.15,0.19
0.27,0.11,0.18,0.22,0.22
0.26,0.21,0.16,0.19,0.18
0.24,0.14,0.21,0.15,0.26
0.20,0.24,0.15,0.22,0.19

#53
0.18,0.20,0.19,0.21,0.22
0.17,0.23,0.21,0.22,0.17
0.19,0.22,0.16,0.23,0.20
0.23,0.23,0.17,0.18,0.19
0.22,0.20,0.19,0.14,0.25

#54
0.26,0.21,0.15,0.16,0.22
0.17,0.24,0.20,0.17,0.22
0.22,0.19,0.17,0.14,0.28
0.20,0.16,0.20,0.22,0.22
0.17,0.18,0.23,0.25,0.17

#55
0.27,0.17,0.25,0.13,0.18
0.22,0.18,0.22,0.15,0.23
0.22,0.18,0.20,0.19,0.21
0.23,0.20,0.22,0.17,0.18
0.21,0.18,0.24,0.14,0.23

#56
0.27,0.18,0.15,0.18,0.22
0.17,0.25,0.14,0.22,0.22
0.25,0.17,0.24,0.13,0.21
0.20,0.28,0.17,0.22,0.13
0.22,0.26,0.20,0.19,0.13

#57
0.23,0.12,0.19,0.23,0.23
0.26,0.18,0.15,0.23,0.18
0.21,0.20,0.19,0.18,0.22
0.26,0.17,0.18,0.16,0.23
0.19,0.22,0.24,0.18,0.17

#58
0.21,0.17,0.25,0.22,0.15
0.18,0.22,0.21,0.20,0.19
0.20,0.23,0.19,0.21,0.17
0.19,0.21,0.16,0.23,0.21
0.22,0.21,0.15,0.16,0.26

#59
0.21,0.21,0.25,0.15,0.18
0.16,0.25,0.17,0.19,0.23
0.24,0.15,0.16,0.22,0.23
0.23,0.17,0.22,0.19,0.19
0.28,0.17,0.19,0.21,0.15

#60
0.25,0.17,0.18,0.25,0.15
0.23,0.26,0.10,0.24,0.17
0.24,0.18,0.20,0.17,0.21
0.22,0.20,0.21,0.17,0.20
0.16,0.17,0.21,0.16,0.30

#61
0.21,0.20,0.18,0.23,0.18
0.21,0.20,0.19,0.27,0.13
0.13,0.23,0.24,0.16,0.24
0.23,0.23,0.24,0.16,0.14
0.28,0.11,0.16,0.25,0.20

#62
0.19,0.26,0.15,0.21,0.19
0.12,0.17,0.18,0.29,0.24
0.22,0.16,0.24,0.20,0.18
0.19,0.19,0.28,0.16,0.18
0.13,0.21,0.17,0.25,0.24

#63
0.26,0.22,0.14,0.20,0.18
0.18,0.24,0.21,0.17,0.20
0.19,0.22,0.19,0.20,0.20
0.22,0.17,0.19,0.20,0.22
0.19,0.26,0.16,0.16,0.23

#64
0.22,0.16,0.23,0.23,0.16
0.23,0.30,0.16,0.14,0.17
0.20,0.24,0.12,0.19,0.25
0.18,0.27,0.22,0.16,0.17
0.18,0.20,0.28,0.16,0.18

#65
0.19,0.25,0.21,0.14,0.21
0.24,0.16,0.13,0.24,0.23
0.23,0.18,0.23,0.20,0.16
0.14,0.25,0.18,0.21,0.22
0.23,0.15,0.24,0.18,0.20

#66
0.20,0.15,0.21,0.26,0.18
0.17,0.19,0.21,0.21,0.22
0.21,0.21,0.20,0.21,0.17
0.18,0.26,0.19,0.17,0.20
0.23,0.14,0.15,0.23,0.25

#67
0.24,0.20,0.20,0.17,0.19
0.19,0.18,0.22,0.21,0.20
0.18,0.24,0.22,0.25,0.11
0.17,0.21,0.24,0.22,0.16
0.26,0.22,0.12,0.18,0.22

#68
0.23,0.24,0.16,0.21,0.16
0.20,0.18,0.18,0.22,0.22
0.25,0.20,0.11,0.18,0.26
0.21,0.14,0.24,0.20,0.21
0.19,0.19,0.22,0.21,0.19

#69
0.16,0.19,0.20,0.21,0.24
0.18,0.14,0.15,0.25,0.28
0.18,0.23,0.24,0.17,0.18
0.12,0.14,0.25,0.21,0.28
0.14,0.26,0.20,0.16,0.24

#70
0.21,0.22,0.20,0.19,0.18
0.22,0.21,0.20,0.19,0.18
0.11,0.23,0.24,0.21,0.21
0.28,0.22,0.16,0.14,0.20
0.24,0.22,0.13,0.18,0.23

#71
0.16,0.18,0.22,0.32,0.12
0.19,0.24,0.18,0.21,0.18
0.22,0.14,0.23,0.24,0.17
0.17,0.18,0.25,0.19,0.21
0.17,0.17,0.19,0.21,0.26

#72
0.17,0.11,0.25,0.27,0.20
0.16,0.16,0.26,0.20,0.22
0.21,0.26,0.19,0.17,0.17
0.23,0.26,0.18,0.19,0.14
0.20,0.14,0.26,0.21,0.19

#73
0.27,0.17,0.14,0.22,0.20
0.15,0.14,0.25,0.28,0.18
0.30,0.15,0.20,0.18,0.17
0.20,0.17,0.17,0.20,0.26
0.23,0.19,0.16,0.21,0.21

#74
0.19,0.17,0.23,0.21,0.20
0.23,0.15,0.21,0.17,0.24
0.23,0.25,0.25,0.17,0.10
0.16,0.25,0.18,0.22,0.19
0.16,0.23,0.25,0.22,0.14

#75
0.16,0.19,0.26,0.17,0.22
0.14,0.16,0.28,0.23,0.19
0.21,0.17,0.20,0.18,0.24
0.16,0.17,0.20,0.21,0.26
0.17,0.18,0.21,0.23,0.21

#76
0.24,0.21,0.21,0.18,0.16
0.20,0.17,0.23,0.17,0.23
0.19,0.21,0.22,0.20,0.18
0.16,0.19,0.19,0.20,0.26
0.18,0.23,0.15,0.19,0.25

#77
0.21,0.21,0.18,0.23,0.17
0.17,0.25,0.21,0.23,0.14
0.22,0.18,0.19,0.18,0.23
0.20,0.24,0.27,0.12,0.17
0.15,0.21,0.26,0.23,0.15

#78
0.17,0.17,0.19,0.25,0.22
0.16,0.22,0.25,0.16,0.21
0.15,0.14,0.23,0.27,0.21
0.24,0.16,0.19,0.21,0.20
0.25,0.21,0.15,0.24,0.15

#79
0.13,0.21,0.26,0.20,0.20
0.24,0.22,0.21,0.16,0.17
0.18,0.23,0.19,0.22,0.18
0.22,0.22,0.20,0.19,0.17
0.17,0.25,0.18,0.21,0.19

#80
0.16,0.24,0.26,0.20,0.14
0.17,0.24,0.17,0.22,0.20
0.14,0.26,0.16,0.25,0.19
0.22,0.26,0.21,0.15,0.16
0.13,0.22,0.26,0.21,0.18

#81
0.20,0.19,0.12,0.34,0.15
0.21,0.23,0.16,0.21,0.19
0.17,0.22,0.23,0.18,0.20
0.20,0.19,0.14,0.22,0.25
0.18,0.16,0.21,0.22,0.23

#82
0.18,0.22,0.21,0.18,0.21
0.17,0.25,0.14,0.19,0.25
0.24,0.23,0.21,0.14,0.18
0.18,0.11,0.22,0.29,0.20
0.14,0.25,0.21,0.23,0.17

#83
0.21,0.23,0.18,0.21,0.17
0.21,0.15,0.18,0.19,0.27
0.20,0.14,0.21,0.25,0.20
0.17,0.16,0.25,0.19,0.23
0.21,0.25,0.23,0.18,0.13

#84
0.18,0.20,0.20,0.21,0.21
0.27,0.20,0.14,0.18,0.21
0.22,0.26,0.13,0.21,0.18
0.16,0.23,0.21,0.18,0.22
0.16,0.19,0.23,0.14,0.28

#85
0.15,0.19,0.23,0.22,0.21
0.20,0.23,0.17,0.16,0.24
0.18,0.17,0.19,0.23,0.23
0.18,0.18,0.17,0.29,0.18
0.24,0.26,0.22,0.15,0.13

#86
0.27,0.17,0.19,0.16,0.21
0.23,0.20,0.21,0.12,0.24
0.20,0.21,0.12,0.20,0.27
0.18,0.14,0.26,0.19,0.23
0.28,0.15,0.13,0.30,0.14

#87
0.22,0.18,0.22,0.19,0.19
0.21,0.30,0.13,0.13,0.23
0.18,0.20,0.20,0.24,0.18
0.25,0.21,0.19,0.14,0.21
0.20,0.27,0.20,0.15,0.18

#88
0.17,0.18,0.25,0.18,0.22
0.24,0.12,0.19,0.25,0.20
0.18,0.26,0.16,0.21,0.19
0.25,0.23,0.17,0.13,0.22
0.20,0.19,0.20,0.23,0.18

#89
0.21,0.15,0.29,0.19,0.16
0.15,0.25,0.19,0.20,0.21
0.14,0.20,0.28,0.21,0.17
0.17,0.27,0.22,0.12,0.22
0.17,0.16,0.21,0.18,0.28

#90
0.20,0.20,0.23,0.12,0.25
0.22,0.14,0.22,0.28,0.14
0.22,0.22,0.22,0.14,0.20
0.21,0.20,0.24,0.16,0.19
0.28,0.18,0.19,0.18,0.17

#91
0.24,0.18,0.24,0.14,0.20
0.18,0.13,0.32,0.20,0.17
0.21,0.21,0.23,0.18,0.17
0.18,0.18,0.13,0.22,0.29
0.20,0.17,0.14,0.18,0.31

#92
0.25,0.18,0.20,0.16,0.21
0.17,0.23,0.16,0.18,0.26
0.23,0.18,0.26,0.18,0.15
0.26,0.21,0.19,0.19,0.15
0.19,0.22,0.18,0.20,0.21

#93
0.23,0.19,0.23,0.16,0.19
0.23,0.16,0.18,0.21,0.22
0.16,0.13,0.22,0.25,0.24
0.28,0.11,0.19,0.18,0.24
0.23,0.15,0.26,0.15,0.21

#94
0.22,0.14,0.27,0.21,0.16
0.19,0.12,0.22,0.18,0.29
0.16,0.26,0.22,0.17,0.19
0.24,0.15,0.22,0.14,0.25
0.22,0.16,0.14,0.26,0.22

#95
0.29,0.18,0.19,0.16,0.18
0.22,0.21,0.17,0.22,0.18
0.20,0.18,0.16,0.23,0.23
0.16,0.21,0.26,0.16,0.21
0.20,0.20,0.18,0.23,0.19

#96
0.20,0.22,0.16,0.24,0.18
0.16,0.18,0.22,0.18,0.26
0.24,0.19,0.13,0.21,0.23
0.15,0.26,0.20,0.14,0.25
0.26,0.24,0.15,0.23,0.12

#97
0.15,0.23,0.20,0.25,0.17
0.22,0.22,0.17,0.19,0.20
0.17,0.28,0.16,0.20,0.19
0.19,0.24,0.15,0.22,0.20
0.18,0.30,0.15,0.12,0.25

#98
0.18,0.24,0.11,0.27,0.20
0.17,0.24,0.21,0.25,0.13
0.17,0.18,0.24,0.21,0.20
0.19,0.18,0.20,0.15,0.28
0.18,0.20,0.20,0.21,0.21

#99
0.24,0.15,0.23,0.25,0.13
0.23,0.18,0.20,0.23,0.16
0.21,0.26,0.23,0.16,0.14
0.22,0.16,0.24,0.16,0.22
0.28,0.19,0.18,0.16,0.19

#100
0.23,0.14,0.23,0.24,0.16
0.25,0.20,0.17,0.13,0.25
0.23,0.18,0.21,0.18,0.20
0.17,0.13,0.19,0.24,0.27
0.17,0.23,0.24,0.17,0.19

#101
0.16,0.20,0.17,0.19,0.28
0.11,0.19,0.23,0.20,0.27
0.19,0.20,0.24,0.17,0.20
0.22,0.26,0.15,0.17,0.20
0.12,0.25,0.26,0.21,0.16

#102
0.20,0.26,0.16,0.20,0.18
0.28,0.17,0.16,0.15,0.24
0.25,0.14,0.20,0.19,0.22
0.21,0.18,0.22,0.15,0.24
0.22,0.14,0.24,0.18,0.22

#103
0.21,0.22,0.14,0.18,0.25
0.22,0.15,0.21,0.26,0.16
0.20,0.23,0.23,0.20,0.14
0.20,0.26,0.18,0.18,0.18
0.24,0.22,0.16,0.21,0.17

#104
0.19,0.15,0.21,0.16,0.29
0.11,0.24,0.24,0.17,0.24
0.19,0.15,0.18,0.25,0.23
0.21,0.22,0.26,0.17,0.14
0.21,0.19,0.19,0.24,0.17

#105
0.17,0.27,0.24,0.19,0.13
0.24,0.13,0.20,0.15,0.28
0.19,0.25,0.17,0.18,0.21
0.17,0.16,0.27,0.17,0.23
0.19,0.18,0.18,0.21,0.24

#106
0.16,0.20,0.20,0.20,0.24
0.17,0.19,0.20,0.16,0.28
0.14,0.18,0.18,0.23,0.27
0.22,0.24,0.19,0.15,0.20
0.13,0.28,0.18,0.23,0.18

#107
0.20,0.22,0.18,0.18,0.22
0.19,0.19,0.19,0.22,0.21
0.16,0.26,0.26,0.15,0.17
0.19,0.23,0.20,0.19,0.19
0.21,0.19,0.18,0.23,0.19

#108
0.17,0.15,0.21,0.20,0.27
0.18,0.17,0.15,0.26,0.24
0.10,0.20,0.22,0.29,0.19
0.17,0.21,0.21,0.20,0.21
0.18,0.24,0.15,0.25,0.18

#109
0.30,0.18,0.15,0.21,0.16
0.25,0.17,0.20,0.15,0.23
0.19,0.23,0.18,0.19,0.21
0.26,0.18,0.14,0.16,0.26
0.24,0.19,0.20,0.17,0.20

#110
0.18,0.22,0.19,0.20,0.21
0.20,0.20,0.19,0.13,0.28
0.13,0.16,0.26,0.25,0.20
0.25,0.15,0.22,0.25,0.13
0.15,0.22,0.19,0.20,0.24

#111
0.15,0.29,0.20,0.19,0.17
0.16,0.17,0.25,0.19,0.23
0.21,0.18,0.18,0.19,0.24
0.17,0.20,0.23,0.20,0.20
0.21,0.21,0.24,0.18,0.16

#112
0.16,0.16,0.20,0.31,0.17
0.20,0.25,0.09,0.20,0.26
0.16,0.22,0.25,0.20,0.17
0.18,0.27,0.18,0.17,0.20
0.29,0.15,0.13,0.21,0.22

#113
0.23,0.25,0.17,0.13,0.22
0.18,0.22,0.21,0.20,0.19
0.24,0.20,0.19,0.16,0.21
0.18,0.17,0.19,0.26,0.20
0.22,0.24,0.17,0.18,0.19

#114
0.21,0.23,0.18,0.23,0.15
0.29,0.20,0.12,0.15,0.24
0.21,0.20,0.15,0.23,0.21
0.18,0.26,0.21,0.16,0.19
0.20,0.15,0.20,0.18,0.27

#115
0.19,0.20,0.18,0.27,0.16
0.16,0.19,0.27,0.15,0.23
0.27,0.16,0.13,0.16,0.28
0.30,0.21,0.21,0.12,0.16
0.17,0.24,0.14,0.16,0.29

#116
0.17,0.15,0.20,0.18,0.30
0.17,0.18,0.15,0.26,0.24
0.19,0.18,0.19,0.25,0.19
0.18,0.15,0.23,0.16,0.28
0.21,0.19,0.20,0.24,0.16

#117
0.24,0.21,0.23,0.19,0.13
0.26,0.19,0.17,0.13,0.25
0.16,0.17,0.22,0.24,0.21
0.22,0.19,0.23,0.15,0.21
0.18,0.15,0.26,0.22,0.19

#118
0.19,0.21,0.23,0.17,0.20
0.18,0.25,0.20,0.19,0.18
0.23,0.19,0.17,0.23,0.18
0.13,0.18,0.22,0.16,0.31
0.26,0.18,0.17,0.17,0.22

#119
0.17,0.20,0.22,0.21,0.20
0.19,0.18,0.16,0.24,0.23
0.13,0.26,0.18,0.22,0.21
0.30,0.19,0.14,0.23,0.14
0.29,0.13,0.17,0.23,0.18

#120
0.16,0.18,0.15,0.24,0.27
0.16,0.16,0.22,0.24,0.22
0.15,0.24,0.20,0.26,0.15
0.16,0.24,0.25,0.15,0.20
0.10,0.19,0.25,0.25,0.21

#121
0.15,0.20,0.17,0.23,0.25
0.20,0.21,0.18,0.21,0.20
0.27,0.13,0.22,0.14,0.24
0.18,0.20,0.18,0.22,0.22
0.20,0.12,0.22,0.22,0.24

#122
0.15,0.16,0.18,0.27,0.24
0.21,0.29,0.14,0.16,0.20
0.25,0.18,0.20,0.21,0.16
0.20,0.18,0.26,0.14,0.22
0.19,0.19,0.22,0.22,0.18

#123
0.20,0.18,0.24,0.10,0.28
0.19,0.14,0.25,0.24,0.18
0.08,0.17,0.22,0.24,0.29
0.27,0.15,0.19,0.13,0.26
0.23,0.25,0.16,0.18,0.18

#124
0.23,0.17,0.22,0.18,0.20
0.20,0.24,0.23,0.16,0.17
0.14,0.20,0.19,0.26,0.21
0.19,0.16,0.26,0.18,0.21
0.13,0.21,0.29,0.22,0.15

#125
0.27,0.15,0.24,0.21,0.13
0.23,0.19,0.19,0.24,0.15
0.20,0.26,0.26,0.11,0.17
0.19,0.24,0.15,0.25,0.17
0.18,0.19,0.22,0.23,0.18

#126
0.18,0.21,0.19,0.15,0.27
0.18,0.24,0.18,0.19,0.21
0.18,0.14,0.24,0.20,0.24
0.16,0.26,0.19,0.18,0.21
0.22,0.24,0.21,0.14,0.19

#127
0.22,0.17,0.18,0.22,0.21
0.22,0.19,0.22,0.15,0.22
0.23,0.26,0.16,0.20,0.15
0.16,0.13,0.25,0.17,0.29
0.17,0.18,0.21,0.22,0.22

#128
0.18,0.20,0.20,0.23,0.19
0.12,0.26,0.22,0.21,0.19
0.21,0.21,0.20,0.18,0.20
0.22,0.22,0.13,0.18,0.25
0.21,0.21,0.17,0.18,0.23

#129
0.24,0.19,0.17,0.18,0.22
0.17,0.22,0.20,0.20,0.21
0.15,0.23,0.26,0.18,0.18
0.17,0.25,0.15,0.23,0.20
0.25,0.15,0.14,0.19,0.27

#130
0.14,0.23,0.28,0.20,0.15
0.21,0.19,0.23,0.18,0.19
0.20,0.21,0.23,0.22,0.14
0.13,0.25,0.21,0.15,0.26
0.16,0.33,0.22,0.17,0.12

#131
0.23,0.16,0.17,0.22,0.22
0.24,0.22,0.24,0.21,0.09
0.18,0.18,0.23,0.24,0.17
0.25,0.16,0.18,0.11,0.30
0.19,0.24,0.18,0.17,0.22

#132
0.12,0.19,0.22,0.25,0.22
0.19,0.18,0.23,0.19,0.21
0.24,0.22,0.18,0.18,0.18
0.19,0.25,0.21,0.23,0.12
0.22,0.29,0.18,0.15,0.16

#133
0.19,0.18,0.26,0.18,0.19
0.20,0.15,0.18,0.30,0.17
0.18,0.27,0.18,0.17,0.20
0.16,0.23,0.23,0.22,0.16
0.23,0.19,0.21,0.15,0.22

#134
0.23,0.21,0.17,0.20,0.19
0.21,0.19,0.15,0.20,0.25
