#0
0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.40
0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.40
0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.76,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.31,0.00,0.00
0.00,0.13,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.56,0.11,0.00
0.52,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.64
0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.12,0.00,0.00
0.00,0.10,0.11,0.00,0.00,0.00,0.58,0.00,0.00,0.13,0.00,0.00,0.00,0.08,0.00
0.00,0.00,0.00,0.00,0.21,0.29,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.27

#4
0.12,0.00,0.00,0.24,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.12,0.36,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.24,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00
0.12,0.36,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.26,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.45,0.00,0.00,0.00,0.25,0.00,0.10,0.00,0.12,0.08,0.00,0.00,0.00,0.00
0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.12,0.00
0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.13,0.52,0.12,0.09,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.28,0.00,0.39
0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.25,0.00,0.17,0.21,0.00,0.00,0.00,0.00
0.00,0.00,0.48,0.00,0.00,0.09,0.00,0.13,0.00,0.16,0.14,0.00,0.00,0.00,0.00
0.00,0.00,0.19,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.31,0.00,0.26,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.24,0.00,0.00
0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.64,0.00,0.12,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.24

#5
0.12,0.00,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.00,0.00,0.52,0.00,0.00,0.00
0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.28,0.00,0.00,0.00,0.00,0.22
0.00,0.00,0.23,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
0.00,0.00,0.00,0.13,0.00,0.12,0.00,0.48,0.00,0.00,0.17,0.00,0.10,0.00,0.00
0.24,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.52,0.00,0.00,0.00
0.00,0.00,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.14,0.00,0.13,0.00,0.45
0.00,0.00,0.64,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00
0.12,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00
0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.12
0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.12
0.00,0.00,0.00,0.16,0.00,0.14,0.43,0.00,0.00,0.00,0.11,0.00,0.16,0.00,0.00
0.24,0.00,0.00,0.00,0.32,0.00,0.00,0.23,0.00,0.00,0.00,0.21,0.00,0.00,0.00
0.00,0.00,0.00,0.21,0.00,0.27,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.00,0.00
0.00,0.00,0.76,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.12

#6
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.00,0.64
0.00,0.24,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00
0.00,0.00,0.29,0.39,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.52,0.36,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00
0.00,0.24,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00
0.01,0.00,0.00,0.00,0.00,0.21,0.00,0.29,0.00,0.00,0.29,0.00,0.20,0.00,0.00
0.00,0.12,0.00,0.00,0.12,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00
0.00,0.00,0.00,0.00,0.00,0.22,0.21,0.20,0.00,0.00,0.20,0.00,0.17,0.00,0.00
0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.40
0.00,0.00,0.40,0.24,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.04,0.00,0.00,0.24,0.00,0.19,0.00,0.00,0.28,0.00,0.25,0.00,0.00
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.24,0.00,0.00,0.40
0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.27,0.00,0.00,0.29,0.00,0.23,0.00,0.00
0.00,0.29,0.00,0.00,0.27,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00
0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.32,0.00,0.00,0.24

#7
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.40,0.24,0.00
0.00,0.00,0.36,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.12,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.35,0.33,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.17,0.20,0.07,0.25,0.00,0.00,0.31,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.13,0.10,0.00,0.22,0.00,0.00,0.08,0.00,0.00,0.47,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.52
0.00,0.00,0.00,0.00,0.22,0.32,0.00,0.22,0.00,0.00,0.24,0.00,0.00,0.00,0.00
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.24,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.64
0.00,0.00,0.05,0.00,0.16,0.27,0.00,0.19,0.00,0.00,0.33,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.40
0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.20,0.25,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.52,0.12,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.23,0.00,0.28,0.00,0.00,0.25

#8
0.36,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00
0.00,0.27,0.00,0.00,0.00,0.00,0.22,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.27
0.00,0.00,0.14,0.00,0.00,0.00,0.29,0.13,0.00,0.16,0.28,0.00,0.00,0.00,0.00
0.24,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.27,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.28,0.00
0.00,0.00,0.00,0.00,0.40,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00
0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.24
0.00,0.00,0.08,0.46,0.00,0.00,0.00,0.20,0.00,0.14,0.12,0.00,0.00,0.00,0.00
0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.48
0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.14,0.00,0.00,0.13,0.00
0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.25,0.00,0.33,0.20,0.00,0.00,0.00,0.00
0.12,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.52,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00
0.00,0.00,0.00,0.00,0.40,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.00
0.00,0.52,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.24

#9
0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.23,0.00,0.00,0.00,0.00,0.00,0.34
0.00,0.24,0.12,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.24,0.12,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.30,0.40,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.06,0.00,0.00,0.30,0.00,0.25,0.00,0.00,0.19,0.00,0.20,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.24,0.12,0.00
0.00,0.00,0.00,0.00,0.22,0.00,0.28,0.00,0.00,0.25,0.00,0.25,0.00,0.00,0.00
0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.00,0.00,0.00,0.00,0.00,0.12
0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.00,0.00,0.00,0.19,0.00,0.19,0.00,0.00,0.25,0.00,0.14,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.26,0.00,0.30,0.18,0.00
0.00,0.00,0.00,0.00,0.28,0.00,0.20,0.00,0.00,0.21,0.00,0.25,0.06,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.52,0.00,0.12,0.12,0.00
0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.52,0.00,0.24,0.12,0.00
0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.00,0.00,0.00,0.00,0.00,0.24

#10
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.12,0.24,0.00
0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.32,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.20,0.00,0.00,0.28
0.00,0.00,0.00,0.14,0.14,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56
0.00,0.00,0.00,0.23,0.14,0.15,0.15,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.22,0.17,0.29,0.24,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.24,0.23,0.28,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.00,0.00,0.00,0.00,0.00
0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00
0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.22,0.38,0.00
0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.36
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.24,0.12,0.00
0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.24,0.00
0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.12

#11
0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.40,0.24
0.00,0.22,0.00,0.00,0.00,0.00,0.23,0.00,0.21,0.08,0.26,0.00,0.00,0.00,0.00
0.00,0.00,0.26,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.15,0.32,0.00,0.00
0.00,0.00,0.00,0.39,0.31,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.64,0.12,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.40,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.12,0.36,0.00,0.00
0.00,0.27,0.00,0.00,0.00,0.00,0.30,0.00,0.21,0.00,0.22,0.00,0.00,0.00,0.00
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.52,0.24
0.00,0.18,0.00,0.00,0.00,0.12,0.26,0.00,0.26,0.00,0.18,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.64,0.12,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00
0.00,0.18,0.00,0.00,0.00,0.00,0.16,0.00,0.18,0.00,0.15,0.00,0.00,0.00,0.33
0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00
0.00,0.00,0.52,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00
0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.18,0.32
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.12

#12
0.12,0.00,0.64,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.18,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.27,0.00,0.00,0.28,0.00,0.00
0.32,0.00,0.35,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.25,0.00,0.00,0.26,0.25,0.00,0.00,0.00,0.00,0.00,0.24,0.00
0.12,0.00,0.52,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.48,0.00,0.00
0.00,0.00,0.00,0.52,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.24,0.00
0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.24,0.00
0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.29,0.21,0.00,0.00,0.22
0.00,0.52,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.17,0.12,0.43,0.00,0.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.25,0.29,0.00,0.00,0.20
0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00
0.00,0.00,0.00,0.40,0.00,0.00,0.24,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.16,0.00,0.17,0.08,0.00,0.00,0.16

#13
0.12,0.00,0.00,0.00,0.00,0.36,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.24,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.12,0.52,0.00,0.00,0.00
0.00,0.52,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.00
0.00,0.00,0.00,0.00,0.21,0.00,0.32,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.26
0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.17,0.00,0.12,0.32,0.00,0.22,0.00,0.00,0.00,0.00,0.17
0.39,0.00,0.00,0.00,0.00,0.29,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.40,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.26,0.00,0.17,0.00,0.00,0.27,0.00,0.00,0.08,0.00,0.22
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.76,0.00,0.00,0.00
0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.28,0.19,0.00,0.00,0.00
0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00
0.00,0.64,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00
0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.14,0.00,0.42,0.00,0.00,0.20

#14
0.31,0.00,0.28,0.00,0.00,0.00,0.00,0.19,0.22,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.12,0.00,0.64,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.64,0.00,0.12,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.35,0.00,0.39,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.24,0.00,0.52,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.25,0.27,0.00,0.00,0.00,0.00,0.26,0.22,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.64,0.12,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.00,0.00,0.00,0.00,0.00,0.00
0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.17,0.00,0.00,0.28,0.26
0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.21,0.22,0.00,0.00,0.30,0.24
0.00,0.00,0.00,0.00,0.00,0.76,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.64,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.25,0.00,0.00,0.25,0.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.21,0.16,0.00,0.27,0.18

#15
0.12,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.00,0.00,0.00,0.00,0.52,0.00,0.00
0.00,0.24,0.23,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00
0.00,0.52,0.24,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00
0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.64
0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.28,0.23,0.06,0.22,0.00,0.00,0.00
0.00,0.76,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00
0.12,0.00,0.00,0.00,0.00,0.00,0.36,0.12,0.00,0.00,0.00,0.00,0.40,0.00,0.00
